claim_note,controller,figure_id,n_seeds,network,route_decision,scenario_tag,series,source_artifact,source_key,x_value,y_value
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].mean_queue,grid_scalability/random_permuted_dual,18.68666667
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[17].switching_count,grid_scalability/random_permuted_dual,123.8
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[18].avg_travel_time,grid_scalability/raw_neighbor_symbolic,82.24274849
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[18].completion_rate,grid_scalability/raw_neighbor_symbolic,0.6846153846
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[18].mean_queue,grid_scalability/raw_neighbor_symbolic,9.785833333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,5,grid_4x4,pressure-equivalent,grid_scalability,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[18].switching_count,grid_scalability/raw_neighbor_symbolic,177.4
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[19].avg_travel_time,single_sanity/actuated_local_pressure,57.04790419
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[19].completion_rate,single_sanity/actuated_local_pressure,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[19].mean_queue,single_sanity/actuated_local_pressure,3.933333333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[19].switching_count,single_sanity/actuated_local_pressure,12
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[20].avg_travel_time,single_sanity/all_neighbor_symbolic,57.04790419
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[20].completion_rate,single_sanity/all_neighbor_symbolic,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[20].mean_queue,single_sanity/all_neighbor_symbolic,3.933333333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[20].switching_count,single_sanity/all_neighbor_symbolic,12
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[21].avg_travel_time,single_sanity/capacity_aware_pressure,57.04790419
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[21].completion_rate,single_sanity/capacity_aware_pressure,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[21].mean_queue,single_sanity/capacity_aware_pressure,3.933333333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[21].switching_count,single_sanity/capacity_aware_pressure,12
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[22].avg_travel_time,single_sanity/fixed_time,57.74251497
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[22].completion_rate,single_sanity/fixed_time,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[22].mean_queue,single_sanity/fixed_time,4.6875
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[22].switching_count,single_sanity/fixed_time,8
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[23].avg_travel_time,single_sanity/max_pressure,57.04790419
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[23].completion_rate,single_sanity/max_pressure,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[23].mean_queue,single_sanity/max_pressure,3.933333333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[23].switching_count,single_sanity/max_pressure,12
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[24].avg_travel_time,single_sanity/random_permuted_dual,68.296
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[24].completion_rate,single_sanity/random_permuted_dual,0.625
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[24].mean_queue,single_sanity/random_permuted_dual,25.74166667
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[24].switching_count,single_sanity/random_permuted_dual,5
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,avg_travel_time,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[25].avg_travel_time,single_sanity/raw_neighbor_symbolic,57.04790419
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,completion_rate,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[25].completion_rate,single_sanity/raw_neighbor_symbolic,0.835
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,mean_queue,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[25].mean_queue,single_sanity/raw_neighbor_symbolic,3.933333333
pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,raw_neighbor_symbolic,F3_closed_loop_aggregates,1,single,pressure-equivalent,single_sanity,switching_count,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[25].switching_count,single_sanity/raw_neighbor_symbolic,12
