action_agreement,ci95_high,ci95_low,claim_note,controller,max_regret,metric,n_seeds,network,panel,program_complexity,realized_total_regret,route_confidence,route_decision,scenario_tag,selected_atoms,source_artifact,source_key,source_rules_path,table_id,value
,0.007878097473,0.007878097473,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,controller_runtime_sec,1,arterial,arterial_bottleneck_failure_mode/max_pressure,,,,pressure-equivalent,arterial_bottleneck_failure_mode,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[1].controller_runtime_sec,,T3_closed_loop,0.007878097473
,63.3847185,63.3847185,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,avg_travel_time,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].avg_travel_time,,T3_closed_loop,63.3847185
,98.02262931,98.02262931,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,penalized_avg_travel_time,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].penalized_avg_travel_time,,T3_closed_loop,98.02262931
,0.8038793103,0.8038793103,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,completion_rate,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].completion_rate,,T3_closed_loop,0.8038793103
,7491,7491,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,total_delay,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].total_delay,,T3_closed_loop,7491
,31.2125,31.2125,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,mean_queue,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].mean_queue,,T3_closed_loop,31.2125
,16,16,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,max_queue,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].max_queue,,T3_closed_loop,16
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,spillback_count,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,blocking_count,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].blocking_count,,T3_closed_loop,0
,55,55,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,switching_count,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].switching_count,,T3_closed_loop,55
,0.007365199272,0.007365199272,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,controller_runtime_sec,1,arterial,arterial_demand_shift/capacity_aware_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[2].controller_runtime_sec,,T3_closed_loop,0.007365199272
,64.09418283,64.09418283,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,avg_travel_time,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].avg_travel_time,,T3_closed_loop,64.09418283
,103.1422414,103.1422414,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,penalized_avg_travel_time,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].penalized_avg_travel_time,,T3_closed_loop,103.1422414
,0.7780172414,0.7780172414,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,completion_rate,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].completion_rate,,T3_closed_loop,0.7780172414
,9964,9964,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,total_delay,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].total_delay,,T3_closed_loop,9964
,41.51666667,41.51666667,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,mean_queue,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].mean_queue,,T3_closed_loop,41.51666667
,17,17,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,max_queue,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].max_queue,,T3_closed_loop,17
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,spillback_count,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,blocking_count,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].blocking_count,,T3_closed_loop,0
,40,40,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,switching_count,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].switching_count,,T3_closed_loop,40
,0.005106567172,0.005106567172,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,controller_runtime_sec,1,arterial,arterial_demand_shift/fixed_time,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[3].controller_runtime_sec,,T3_closed_loop,0.005106567172
,63.3847185,63.3847185,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,avg_travel_time,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].avg_travel_time,,T3_closed_loop,63.3847185
,98.02262931,98.02262931,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,penalized_avg_travel_time,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].penalized_avg_travel_time,,T3_closed_loop,98.02262931
,0.8038793103,0.8038793103,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,completion_rate,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].completion_rate,,T3_closed_loop,0.8038793103
,7491,7491,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,total_delay,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].total_delay,,T3_closed_loop,7491
,31.2125,31.2125,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,mean_queue,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].mean_queue,,T3_closed_loop,31.2125
,16,16,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,max_queue,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].max_queue,,T3_closed_loop,16
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,spillback_count,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,blocking_count,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].blocking_count,,T3_closed_loop,0
,55,55,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,switching_count,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].switching_count,,T3_closed_loop,55
,0.008179296157,0.008179296157,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,controller_runtime_sec,1,arterial,arterial_demand_shift/max_pressure,,,,pressure-equivalent,arterial_demand_shift,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[4].controller_runtime_sec,,T3_closed_loop,0.008179296157
,63.35634689,62.12383469,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,avg_travel_time,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].avg_travel_time,,T3_closed_loop,62.74009079
,97.50097033,96.26468184,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,penalized_avg_travel_time,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].penalized_avg_travel_time,,T3_closed_loop,96.88282609
,0.8109178014,0.8038648073,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,completion_rate,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].completion_rate,,T3_closed_loop,0.8073913043
,7520.772125,6972.427875,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,total_delay,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].total_delay,,T3_closed_loop,7246.6
,31.33655052,29.05178281,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,mean_queue,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].mean_queue,,T3_closed_loop,30.19416667
,16.184,14.616,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,max_queue,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].max_queue,,T3_closed_loop,15.4
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,spillback_count,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,blocking_count,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].blocking_count,,T3_closed_loop,0
,56.92933668,54.27066332,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,switching_count,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].switching_count,,T3_closed_loop,55.6
,0.009090184235,0.006247717746,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,actuated_local_pressure,,controller_runtime_sec,5,arterial,arterial_main/actuated_local_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[5].controller_runtime_sec,,T3_closed_loop,0.007668950991
,63.43150636,62.33364428,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,avg_travel_time,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].avg_travel_time,,T3_closed_loop,62.88257532
,99.48450334,96.12810536,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,penalized_avg_travel_time,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].penalized_avg_travel_time,,T3_closed_loop,97.80630435
,0.8123441486,0.7933080253,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,completion_rate,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].completion_rate,,T3_closed_loop,0.802826087
,7682.584529,7073.815471,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,total_delay,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].total_delay,,T3_closed_loop,7378.2
,32.01076887,29.47423113,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,mean_queue,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].mean_queue,,T3_closed_loop,30.7425
,16.59940782,14.60059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,max_queue,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].max_queue,,T3_closed_loop,15.6
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,spillback_count,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,blocking_count,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].blocking_count,,T3_closed_loop,0
,56.39940782,54.40059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,switching_count,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].switching_count,,T3_closed_loop,55.4
,0.00762706385,0.006135352096,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,all_neighbor_symbolic,,controller_runtime_sec,5,arterial,arterial_main/all_neighbor_symbolic,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[6].controller_runtime_sec,,T3_closed_loop,0.006881207973
,63.43150636,62.33364428,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,avg_travel_time,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].avg_travel_time,,T3_closed_loop,62.88257532
,99.48450334,96.12810536,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,penalized_avg_travel_time,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].penalized_avg_travel_time,,T3_closed_loop,97.80630435
,0.8123441486,0.7933080253,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,completion_rate,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].completion_rate,,T3_closed_loop,0.802826087
,7682.584529,7073.815471,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,total_delay,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].total_delay,,T3_closed_loop,7378.2
,32.01076887,29.47423113,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,mean_queue,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].mean_queue,,T3_closed_loop,30.7425
,16.59940782,14.60059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,max_queue,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].max_queue,,T3_closed_loop,15.6
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,spillback_count,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,blocking_count,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].blocking_count,,T3_closed_loop,0
,56.39940782,54.40059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,switching_count,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].switching_count,,T3_closed_loop,55.4
,0.009146689047,0.008148130792,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,capacity_aware_pressure,,controller_runtime_sec,5,arterial,arterial_main/capacity_aware_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[7].controller_runtime_sec,,T3_closed_loop,0.00864740992
,65.36484163,64.12673064,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,avg_travel_time,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].avg_travel_time,,T3_closed_loop,64.74578613
,103.8042859,101.3465837,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,penalized_avg_travel_time,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].penalized_avg_travel_time,,T3_closed_loop,102.5754348
,0.7887294114,0.7795314582,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,completion_rate,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].completion_rate,,T3_closed_loop,0.7841304348
,10302.41838,9320.381623,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,total_delay,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].total_delay,,T3_closed_loop,9811.4
,42.92674324,38.83492343,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,mean_queue,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].mean_queue,,T3_closed_loop,40.88083333
,17.53336485,16.06663515,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,max_queue,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].max_queue,,T3_closed_loop,16.8
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,spillback_count,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,blocking_count,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].blocking_count,,T3_closed_loop,0
,40,40,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,switching_count,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].switching_count,,T3_closed_loop,40
,0.005600103695,0.004223059484,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,fixed_time,,controller_runtime_sec,5,arterial,arterial_main/fixed_time,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[8].controller_runtime_sec,,T3_closed_loop,0.00491158159
,63.43150636,62.33364428,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,avg_travel_time,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].avg_travel_time,,T3_closed_loop,62.88257532
,99.48450334,96.12810536,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,penalized_avg_travel_time,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].penalized_avg_travel_time,,T3_closed_loop,97.80630435
,0.8123441486,0.7933080253,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,completion_rate,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].completion_rate,,T3_closed_loop,0.802826087
,7682.584529,7073.815471,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,total_delay,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].total_delay,,T3_closed_loop,7378.2
,32.01076887,29.47423113,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,mean_queue,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].mean_queue,,T3_closed_loop,30.7425
,16.59940782,14.60059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,max_queue,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].max_queue,,T3_closed_loop,15.6
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,spillback_count,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].spillback_count,,T3_closed_loop,0
,0,0,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,blocking_count,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].blocking_count,,T3_closed_loop,0
,56.39940782,54.40059218,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,switching_count,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].switching_count,,T3_closed_loop,55.4
,0.008759665134,0.007687317889,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,max_pressure,,controller_runtime_sec,5,arterial,arterial_main/max_pressure,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[9].controller_runtime_sec,,T3_closed_loop,0.008223491511
,70.96457062,59.96334755,pressure-equivalent generalized-pressure symbolic recovery; simulator/network/horizon/seed-relative evidence.,random_permuted_dual,,avg_travel_time,5,arterial,arterial_main/random_permuted_dual,,,,pressure-equivalent,arterial_main,,experiments/dual_sensitivity/block4_closed_loop_suite.json,aggregates[10].avg_travel_time,,T3_closed_loop,65.46395908
